color,team name,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,file_name
blue,,barki.,Epic,74fdab7afc7548a2b2785bc04847be33,23,Octane,257,881,5,1,2,9,6,2,0,55.56,475,52.22,1822,1434,388,18,35,483,330,153,4,15,19.22,13.88,232,365,69,1545,348737,113.68,44.4,112.04,43.76,30.33,11.85,136.81,53.43,106.55,41.61,12.69,4.96,5.24,0.18,29,97.9,135.1,1996,1820,2350,211.0,82.41,45.05,17.59,142.18,55.53,113.87,44.47,111.04,43.37,68.42,26.72,76.59,29.91,0,0,csv_599.csv
blue,,Beoka,Steam,76561198907302891,23,Octane,257,441,1,1,3,5,6,2,2,20.0,294,45.81,1377,974,403,12,36,389,269,120,3,10,19.0,16.54,141,241,30,1530,338316,115.46,46.06,105.91,42.25,29.28,11.68,150.07,59.87,95.74,38.2,4.83,1.93,3.17,0.11,28,134.3,91.0,3005,3111,2824,209.68,83.65,40.97,16.35,159.84,63.77,90.81,36.23,120.99,48.27,77.43,30.89,52.23,20.84,1,2,csv_599.csv
orange,,old-z76,PS4,old-z76,23,Octane,257,469,1,0,4,2,14,6,3,50.0,498,46.47,1640,1260,380,16,32,471,327,144,4,12,25.26,11.5,87,339,72,1578,242538,85.54,45.7,66.42,35.48,35.23,18.82,90.04,48.1,91.08,48.66,6.07,3.24,2.47,0.09,27,81.8,87.4,2373,1861,2753,130.01,69.45,57.18,30.55,129.82,69.35,57.37,30.65,109.23,58.35,38.0,20.3,39.97,21.35,1,1,csv_599.csv
orange,,italic,Steam,76561198021360335,23,Octane,257,348,1,1,1,4,14,6,3,25.0,410,56.79,1742,1285,457,15,34,313,195,118,2,11,24.41,31.86,334,140,6,1537,347164,119.13,46.44,102.12,39.81,35.3,13.76,161.93,63.12,90.62,35.32,4.0,1.56,4.84,0.16,31,154.3,142.6,2448,2434,2531,172.24,67.14,84.31,32.86,181.42,70.72,75.13,29.28,137.36,53.54,81.41,31.73,37.78,14.73,1,0,csv_599.csv
blue,,pinkylink,Steam,76561198177443691,23,Octane,332,506,2,0,2,5,11,5,4,40.0,401,49.05,2141,1363,778,18,62,458,300,158,4,14,51.62,36.59,211,476,110,1546,463634,153.78,47.01,119.68,36.59,53.64,16.4,168.64,51.56,147.37,45.05,11.09,3.39,4.2,0.09,49,178.5,124.9,2592,2100,2961,239.15,73.11,87.95,26.89,225.5,68.94,101.6,31.06,161.8,49.46,112.23,34.31,53.07,16.22,2,1,csv_6.csv
blue,,italic,Steam,76561198021360335,23,Octane,332,156,0,0,0,6,11,5,1,0.0,397,45.89,2148,1580,568,19,49,466,237,229,3,19,68.81,28.68,280,209,62,1495,456756,165.04,49.78,118.77,35.82,47.76,14.4,189.59,57.18,133.11,40.15,8.87,2.68,6.94,0.15,46,127.9,178.4,2398,1971,2681,199.74,60.24,131.83,39.76,192.12,57.94,139.45,42.06,133.86,40.37,118.48,35.73,79.23,23.9,3,0,csv_6.csv
orange,,Spark,Steam,76561199046034692,4284,Fennec,332,1053,4,0,5,7,11,2,2,57.14,431,55.62,2308,1889,419,25,39,398,238,160,3,15,43.28,48.29,334,633,81,1634,497909,137.65,41.51,129.08,38.93,64.84,19.56,175.84,53.03,134.41,40.54,21.32,6.43,3.46,0.14,25,151.6,168.3,2201,2109,2287,256.03,77.22,75.53,22.78,188.29,56.79,143.27,43.21,136.69,41.23,104.78,31.6,90.1,27.17,0,0,csv_6.csv
orange,,ciganyhuzzalra,Epic,b7083d01d3814f71bc1162a813d218d7,23,Octane,332,328,1,1,1,4,11,2,0,25.0,397,42.77,2246,1523,723,18,55,801,538,263,6,22,48.41,15.27,453,276,61,1525,439865,157.59,49.85,106.27,33.61,52.29,16.54,204.68,64.74,109.66,34.69,1.81,0.57,4.74,0.13,37,166.6,140.9,2440,2442,2396,231.97,73.38,84.17,26.62,190.59,60.28,125.56,39.72,140.92,44.58,95.39,30.17,79.83,25.25,1,5,csv_6.csv
blue,,Snakhy,PS4,Snakhy,4284,Fennec,431,636,2,1,2,4,8,4,2,50.0,500,47.59,3503,3104,399,37,35,725,595,130,6,12,57.3,79.7,536,611,20,1618,628832,173.64,40.77,168.11,39.47,84.13,19.75,222.85,52.33,180.32,42.34,22.71,5.33,5.78,0.14,42,191.9,202.6,2252,2016,2502,300.12,70.47,125.77,29.53,256.17,60.15,169.72,39.85,172.89,40.6,150.0,35.22,102.99,24.18,0,1,csv_60.csv
blue,,italic,Steam,76561198021360335,23,Octane,431,606,3,0,1,5,8,4,2,60.0,490,51.94,3394,2604,790,31,71,985,778,207,9,19,42.33,52.68,918,330,53,1644,639132,167.71,39.3,173.63,40.68,85.43,20.02,251.93,59.03,161.12,37.75,13.73,3.22,5.64,0.13,43,204.3,189.4,2396,2351,2398,300.9,70.5,125.88,29.5,243.54,57.06,183.24,42.94,175.69,41.17,142.31,33.35,108.77,25.49,4,1,csv_60.csv
orange,,javierrodman,Epic,eeb9ab64a9ec4b1aaad7beccc205ef67,23,Octane,431,657,3,1,1,5,9,5,2,60.0,355,41.73,2453,1777,676,21,58,640,496,144,7,12,79.27,28.72,412,340,203,1512,589881,203.96,47.6,176.42,41.17,48.11,11.23,225.08,52.53,183.55,42.84,19.86,4.63,8.24,0.15,56,195.3,208.0,2437,2187,2662,320.71,74.84,107.79,25.16,293.18,68.42,135.32,31.58,214.5,50.06,134.5,31.39,79.49,18.55,1,0,csv_60.csv
orange,,b4d,Steam,76561198079334662,23,Octane,431,471,1,3,1,3,9,5,3,33.33,368,43.72,2602,1878,724,21,65,343,100,243,1,21,45.18,53.28,240,244,0,1541,583534,193.35,46.36,171.18,41.04,52.57,12.6,230.94,55.37,170.6,40.9,15.56,3.73,2.71,0.08,34,202.2,189.0,2537,2496,2582,311.29,74.63,105.82,25.37,288.1,69.07,129.01,30.93,215.01,51.55,124.34,29.81,77.75,18.64,1,4,csv_60.csv
blue,,MRTN .,Epic,0e5351c2a8264571845e793b2ba7d66a,4284,Fennec,334,415,0,1,3,4,7,2,1,0.0,467,45.53,2482,1922,560,23,45,776,433,343,6,25,60.94,40.21,566,398,170,1617,511251,122.97,36.76,151.81,45.39,59.71,17.85,184.37,55.12,127.83,38.22,22.29,6.66,6.07,0.15,40,158.9,173.3,2211,1921,2510,239.29,71.54,95.2,28.46,181.93,54.39,152.56,45.61,127.5,38.12,111.57,33.36,95.42,28.53,0,0,csv_600.csv
blue,,Dremwel,Epic,34098e32eeb546ef9bc4b94879ae171f,4284,Fennec,334,365,1,0,2,2,7,2,1,50.0,383,55.16,2144,1504,640,17,53,708,485,223,5,15,35.9,48.58,133,231,28,1567,487031,136.54,41.81,147.13,45.05,42.91,13.14,185.76,56.88,126.99,38.88,13.84,4.24,4.51,0.11,42,173.5,146.6,2431,2415,2472,253.07,77.49,73.52,22.51,175.46,53.72,151.13,46.28,122.97,37.65,123.2,37.72,80.42,24.62,0,2,csv_600.csv
orange,,Lando,Steam,76561199044656747,23,Octane,334,468,2,0,2,4,6,1,1,50.0,420,55.22,2264,1498,766,21,69,693,402,291,5,25,15.54,54.89,516,639,107,1596,509398,140.61,42.04,134.18,40.12,59.67,17.84,218.01,65.18,105.57,31.56,10.88,3.25,6.11,0.1,61,159.8,160.1,2130,2185,2103,241.26,72.13,93.2,27.87,217.51,65.03,116.95,34.97,168.34,50.33,99.1,29.63,67.02,20.04,2,0,csv_600.csv
orange,,italic,Steam,76561198021360335,23,Octane,334,388,0,2,2,3,6,1,0,0.0,389,62.48,2080,1590,490,20,47,501,390,111,5,10,14.81,32.74,401,336,72,1558,496077,147.59,44.2,132.82,39.78,53.51,16.02,175.44,52.54,141.86,42.48,16.62,4.98,4.74,0.14,33,161.2,160.5,2104,1967,2173,244.19,73.13,89.74,26.87,227.31,68.07,106.62,31.93,181.27,54.29,82.3,24.65,70.35,21.07,0,0,csv_600.csv
blue,,italic,Steam,76561198021360335,23,Octane,313,396,1,0,1,5,8,4,2,20.0,429,55.29,2207,1802,405,23,36,336,216,120,3,10,38.89,36.14,581,450,83,1603,470310,127.59,40.8,124.66,39.86,60.47,19.34,175.62,56.16,117.19,37.48,19.9,6.36,3.3,0.11,29,91.9,202.7,2406,1881,2715,193.42,61.85,119.3,38.15,201.39,64.4,111.33,35.6,146.96,46.99,100.35,32.09,65.41,20.92,3,0,csv_601.csv
blue,,OneEyedGhoul.,Epic,6f783332bb284ba588e77e2815189ed1,23,Octane,313,283,0,0,3,1,8,4,2,0.0,337,51.55,1703,1046,657,14,60,349,202,147,3,14,19.82,31.01,92,385,111,1377,398231,175.04,56.63,109.69,35.49,24.34,7.88,197.07,63.76,98.67,31.93,13.32,4.31,9.77,0.1,100,205.1,90.3,2432,2182,2636,245.58,79.46,63.49,20.54,223.96,72.49,85.0,27.51,171.42,55.46,95.48,30.89,42.16,13.64,0,1,csv_601.csv
orange,,Wee_Casper,Steam,76561198050138810,6939,,313,699,2,1,2,6,6,1,0,33.33,425,48.04,2059,1550,509,19,45,441,265,176,3,16,34.14,37.9,299,364,43,1562,459509,139.87,44.69,123.07,39.32,50.04,15.99,174.85,55.86,128.34,41.0,9.8,3.13,7.41,0.08,89,130.6,174.6,2184,1964,2517,239.23,76.43,73.76,23.57,168.33,53.78,144.65,46.22,124.14,39.66,94.95,30.34,93.89,30.0,1,0,csv_601.csv
orange,,hardPrime,PS4,hardPrime,23,Octane,313,575,2,2,2,2,6,1,1,100.0,449,60.49,2253,1710,543,23,52,650,487,163,5,16,31.65,33.71,143,641,41,1570,448453,132.57,43.63,117.99,38.83,53.29,17.54,168.13,55.33,117.74,38.75,17.98,5.92,6.97,0.08,91,174.3,117.9,2631,2487,2804,237.65,78.21,66.2,21.79,170.78,56.21,133.07,43.79,118.88,39.12,104.87,34.51,80.1,26.36,0,3,csv_601.csv
blue,,BEWLEYBOY,Epic,03f0df92ef2d4b11b6ab27521df05ab7,4284,Fennec,257,398,1,0,2,5,7,4,4,20.0,398,42.04,1399,1052,347,12,31,362,200,162,2,15,27.17,24.88,221,147,0,1452,339203,128.56,50.85,93.93,37.15,30.32,11.99,143.42,56.73,99.66,39.42,9.73,3.85,3.2,0.18,18,140.9,99.2,2146,1837,2347,185.8,73.49,67.01,26.51,160.26,63.39,92.55,36.61,123.6,48.89,74.69,29.54,54.52,21.57,0,1,csv_602.csv
blue,,byrnout-_-,Steam,76561198869507142,23,Octane,257,106,0,0,0,3,7,4,0,0.0,418,54.68,1808,1349,459,17,42,449,292,157,4,15,32.43,27.4,370,336,81,1576,367302,110.11,43.75,98.47,39.12,43.12,17.13,146.98,58.39,102.79,40.84,1.93,0.77,3.4,0.08,42,100.8,136.5,2369,2094,2556,167.23,66.44,84.48,33.56,148.43,58.97,103.28,41.03,104.63,41.57,91.13,36.2,55.95,22.23,0,1,csv_602.csv
orange,,Lyhne,Steam,76561198260122003,23,Octane,257,626,2,1,3,4,8,1,1,50.0,408,40.9,1678,1158,520,13,44,313,184,129,2,11,33.99,22.13,176,145,18,1554,364850,117.66,45.86,102.75,40.05,36.13,14.08,137.29,53.51,105.43,41.1,13.83,5.39,2.53,0.12,21,132.1,103.2,2190,2191,2119,202.66,79.0,53.88,21.0,172.41,67.2,84.14,32.8,125.44,48.9,79.6,31.03,51.5,20.07,0,0,csv_602.csv
orange,,italic,Steam,76561198021360335,23,Octane,257,622,2,1,4,3,8,1,0,66.67,440,55.19,1904,1512,392,18,35,469,311,158,4,14,28.16,21.96,330,52,4,1564,371349,110.11,42.9,101.0,39.35,45.57,17.75,139.21,54.23,117.47,45.77,0.0,0.0,3.27,0.13,26,103.9,135.5,2717,2825,2593,192.12,74.85,64.56,25.15,161.27,62.83,95.41,37.17,121.06,47.17,77.33,30.13,58.28,22.71,2,0,csv_602.csv
blue,,Monkey on the car(no mousepad),Steam,76561198271915874,23,Octane,352,926,5,0,2,9,8,3,3,55.56,417,45.05,2234,1593,641,19,55,290,76,214,2,18,24.47,37.37,245,314,123,1535,477801,169.13,49.0,130.47,37.8,45.59,13.21,190.51,55.19,130.16,37.7,24.54,7.11,3.04,0.1,30,164.6,165.1,2192,2046,2390,257.79,74.68,87.41,25.32,205.38,59.5,139.82,40.5,143.85,41.67,125.11,36.24,76.24,22.09,1,2,csv_603.csv
blue,,Wornic,Steam,76561198374824736,4780,Battle Bus,352,512,1,2,2,4,8,3,0,25.0,367,46.24,2201,1500,701,18,60,349,126,223,2,20,17.2,28.38,156,309,83,1538,469380,160.19,47.0,145.29,42.63,35.35,10.37,193.74,56.84,130.16,38.19,16.93,4.97,6.0,0.13,47,164.9,155.7,2474,2470,2451,251.52,73.8,89.31,26.2,223.07,65.45,117.77,34.55,158.42,46.48,111.16,32.61,71.25,20.9,0,3,csv_603.csv
orange,,italic,Steam,76561198021360335,23,Octane,352,640,2,1,3,4,13,6,3,50.0,381,54.52,2138,1560,578,19,53,501,235,266,3,25,26.14,43.12,597,351,65,1579,495209,155.92,44.77,136.36,39.15,55.98,16.07,197.86,56.81,138.34,39.72,12.07,3.47,3.9,0.13,30,138.8,182.7,2457,1936,2809,221.65,63.64,126.61,36.36,210.67,60.49,137.6,39.51,155.11,44.54,110.04,31.6,83.11,23.86,5,1,csv_603.csv
orange,,azbno,Steam,76561199047271160,23,Octane,352,431,1,1,2,4,13,6,3,25.0,421,41.87,2278,1738,540,20,48,284,115,169,2,14,75.82,43.16,294,180,84,1553,487214,164.16,46.83,133.51,38.08,52.89,15.09,174.0,49.63,162.31,46.3,14.25,4.06,6.11,0.14,44,186.6,135.9,2726,2402,3004,251.91,71.86,98.65,28.14,232.94,66.45,117.62,33.55,182.01,51.92,103.55,29.54,65.0,18.54,0,0,csv_603.csv
blue,,hasan143440,Epic,ee6ab6a405f14ec2a66486141b465e19,23,Octane,202,379,1,0,3,2,9,5,4,50.0,401,47.74,1361,1105,256,13,23,105,65,40,1,4,31.6,30.93,177,207,34,1570,278973,96.79,48.4,69.18,34.59,34.01,17.01,102.15,51.08,85.03,42.52,12.8,6.4,3.4,0.12,28,94.4,86.2,2546,2762,2404,151.2,75.61,48.78,24.39,160.86,80.44,39.12,19.56,128.98,64.5,50.21,25.11,20.79,10.4,1,0,csv_604.csv
blue,,italic,Steam,76561198021360335,23,Octane,202,112,0,0,0,2,9,5,1,0.0,371,47.19,1176,817,359,9,31,48,0,48,0,4,16.47,15.61,232,14,0,1481,258753,103.42,52.43,69.13,35.05,24.7,12.52,110.13,55.83,77.7,39.39,9.42,4.78,1.13,0.09,12,86.4,91.9,2734,2325,2920,145.55,73.79,51.7,26.21,166.88,84.61,30.36,15.39,134.3,68.08,42.69,21.64,20.27,10.28,1,2,csv_604.csv
orange,,Monkey on the car(no mousepad),Steam,76561198271915874,23,Octane,202,559,3,0,2,4,4,1,1,75.0,370,49.57,1246,870,376,10,33,276,142,134,2,12,9.97,24.35,122,137,58,1525,274475,102.78,50.89,78.65,38.95,20.52,10.16,110.32,54.63,76.94,38.1,14.69,7.27,2.17,0.1,21,94.1,88.8,2616,2263,3020,158.82,78.64,43.13,21.36,110.32,54.63,91.63,45.37,72.69,35.99,67.34,33.34,61.92,30.66,0,0,csv_604.csv
orange,,ttvstardragon,Epic,1c88619edf534722a78d12f30a7e12d3,23,Octane,202,481,2,1,1,5,4,1,0,40.0,510,50.11,1622,1296,326,16,30,262,144,118,2,10,22.61,11.8,403,315,55,1755,302965,73.22,37.54,62.77,32.19,59.03,30.27,115.09,59.02,68.39,35.07,11.53,5.91,4.77,0.08,58,90.6,90.6,2350,2249,2520,153.29,78.61,41.72,21.39,109.05,55.92,85.96,44.08,79.33,40.68,60.67,31.11,55.01,28.21,2,2,csv_604.csv
blue,,MiG91110,Steam,76561198043588865,31,Venom,335,330,0,0,2,2,8,4,1,0.0,378,51.02,1996,1386,610,18,56,599,385,214,4,19,35.12,40.09,391,430,18,1564,480603,142.98,44.27,128.16,39.68,51.82,16.05,199.25,61.69,105.61,32.7,18.11,5.61,4.9,0.11,43,162.7,160.8,2355,1903,2766,222.96,69.04,100.0,30.96,206.98,64.09,115.98,35.91,161.79,50.09,80.56,24.94,80.62,24.96,3,3,csv_605.csv
blue,,Penelope,Steam,76561198142480253,23,Octane,335,178,0,0,1,0,8,4,3,0.0,337,51.32,1811,1312,499,17,43,246,137,109,2,10,34.62,23.69,216,389,62,1438,450861,171.27,52.1,130.8,39.79,26.64,8.1,172.92,52.61,128.98,39.24,26.81,8.16,7.07,0.09,78,166.5,166.6,2731,2669,2778,213.56,64.97,115.15,35.03,207.1,63.0,121.61,37.0,144.22,43.87,124.06,37.74,60.43,18.38,0,2,csv_605.csv
orange,,SkYyou,Epic,afed46db249c4554bbd61d2f812884ba,23,Octane,335,581,3,0,0,5,2,0,0,60.0,488,55.55,2672,2044,628,27,54,573,462,111,6,10,29.22,26.35,195,660,137,1667,527926,111.06,33.46,155.27,46.78,65.61,19.77,143.04,43.09,165.25,49.78,23.66,7.13,5.84,0.12,48,163.8,159.6,2673,2387,2880,254.06,76.54,77.88,23.46,216.85,65.33,115.09,34.67,156.54,47.16,98.4,29.64,77.0,23.2,2,1,csv_605.csv
orange,,italic,Steam,76561198021360335,23,Octane,335,354,1,1,0,3,2,0,0,33.33,399,58.55,2400,1957,443,23,42,626,485,141,5,14,31.24,40.64,366,343,15,1632,511695,118.41,36.0,155.53,47.29,54.95,16.71,189.44,57.6,132.07,40.16,7.37,2.24,5.71,0.13,45,162.7,158.2,2610,2635,2630,260.24,79.13,68.64,20.87,205.36,62.44,123.52,37.56,136.96,41.64,126.18,38.37,65.74,19.99,3,2,csv_605.csv
blue,,astolfan,Epic,5627573eca5c41d398aa7b4ab69d8c12,23,Octane,294,469,2,0,2,3,7,4,4,66.67,324,50.02,1694,1258,436,15,40,359,187,172,2,15,33.21,40.03,46,269,21,1375,361899,169.08,58.42,106.34,36.74,13.98,4.83,180.36,62.32,103.83,35.88,5.21,1.8,4.47,0.12,37,147.9,126.8,2495,2211,2637,204.97,70.83,84.42,29.17,195.24,67.46,94.16,32.54,138.96,48.02,102.71,35.49,47.73,16.49,0,1,csv_606.csv
blue,,Fonnzyyy,Epic,f4382ced3b7d41d1883cb80f9f84b961,4284,Fennec,294,166,0,1,0,2,7,4,0,0.0,495,49.67,2416,1872,544,22,48,245,158,87,2,8,48.63,21.11,336,338,43,1608,421741,122.39,42.48,106.02,36.79,59.73,20.73,166.37,57.74,108.33,37.6,13.45,4.67,2.9,0.11,26,125.6,145.9,2238,1996,2367,197.9,68.68,90.24,31.32,173.38,60.17,114.77,39.83,121.29,42.09,119.73,41.55,47.13,16.36,1,0,csv_606.csv
orange,,italic,Steam,76561198021360335,23,Octane,294,548,2,2,1,4,5,2,0,50.0,435,56.52,2144,1745,399,21,38,287,215,72,3,7,39.4,42.06,225,361,84,1641,439029,123.91,42.19,117.63,40.06,52.13,17.75,159.0,54.14,121.83,41.49,12.83,4.37,3.1,0.11,27,112.4,159.6,2591,2591,2788,222.38,75.72,71.29,24.28,194.93,66.38,98.74,33.62,141.35,48.13,94.97,32.34,57.35,19.53,0,0,csv_606.csv
orange,,FrankyBoiii,Steam,76561198137581969,23,Octane,294,404,2,0,1,3,5,2,2,66.67,406,52.18,2010,1498,512,18,45,311,192,119,2,10,35.85,29.07,242,316,8,1531,403926,146.23,50.34,101.39,34.9,42.88,14.76,175.21,60.31,103.71,35.7,11.59,3.99,7.41,0.12,60,159.2,108.9,2610,2500,2768,237.59,81.79,52.91,18.21,198.3,68.26,92.2,31.74,145.72,50.16,101.12,34.81,43.67,15.03,1,1,csv_606.csv
blue,,OursRL,Steam,76561198294048974,23,Octane,346,520,1,1,1,8,3,1,0,12.5,467,48.63,2715,2226,489,26,45,736,582,154,6,13,54.7,48.77,440,400,17,1652,533813,116.94,34.08,171.41,49.96,54.77,15.96,206.22,60.1,127.96,37.29,8.95,2.61,6.04,0.07,82,162.9,170.9,2296,1850,2903,272.84,79.52,70.28,20.48,212.37,61.89,130.76,38.11,144.46,42.1,120.62,35.15,78.05,22.75,1,1,csv_607.csv
blue,,italic,Steam,76561198021360335,23,Octane,346,470,2,1,2,5,3,1,1,40.0,375,59.63,2278,1702,576,25,51,377,220,157,3,14,30.43,50.71,486,586,22,1547,497542,150.94,44.37,135.6,39.86,53.64,15.77,209.63,61.62,116.62,34.28,13.93,4.09,5.41,0.13,43,173.9,157.2,2542,2700,2401,275.48,80.98,64.7,19.02,206.87,60.81,133.31,39.19,143.33,42.13,124.48,36.59,72.37,21.27,2,2,csv_607.csv
orange,,Timoooo,Steam,76561198216117613,4284,Fennec,346,524,0,1,5,3,13,3,3,0.0,298,53.58,1856,1396,460,19,40,164,0,164,0,14,16.62,51.71,149,516,0,1440,450369,177.55,52.23,137.98,40.59,24.38,7.17,201.16,59.18,130.02,38.25,8.73,2.57,8.08,0.19,42,165.9,186.0,2273,1982,2442,261.43,76.91,78.48,23.09,248.08,72.98,91.83,27.02,194.52,57.23,99.06,29.14,46.33,13.63,0,2,csv_607.csv
orange,,smel.,Epic,b57b3dc760bb40949809d24a7e5dd584,23,Octane,346,452,1,0,3,0,13,3,0,0.0,390,47.75,2148,1650,498,19,44,616,474,142,5,12,45.92,35.58,432,256,28,1503,471197,163.26,48.5,123.53,36.7,49.83,14.8,227.46,67.57,91.73,27.25,17.44,5.18,9.82,0.14,69,182.0,155.3,2402,2292,2499,253.29,75.24,83.34,24.76,244.8,72.72,91.82,27.28,191.7,56.95,99.76,29.63,45.17,13.42,3,1,csv_607.csv
blue,,straet,Steam,76561198132596878,23,Octane,346,683,2,1,5,3,9,1,0,66.67,410,50.92,2348,1922,426,25,39,578,492,86,6,8,45.16,37.29,290,596,116,1583,517599,148.29,42.8,142.58,41.15,55.6,16.05,185.68,53.59,139.66,40.31,21.15,6.1,4.24,0.1,43,164.6,171.0,2448,2064,2780,260.19,75.1,86.29,24.9,218.8,63.15,127.68,36.85,161.47,46.6,110.27,31.83,74.74,21.57,0,0,csv_608.csv
blue,,JumJum,Steam,76561198873953325,23,Octane,346,463,1,0,2,4,9,1,1,25.0,435,51.32,2530,1944,586,23,54,362,223,139,3,13,27.62,44.55,516,380,76,1575,510814,141.72,41.25,156.46,45.54,45.37,13.21,212.88,61.96,112.08,32.62,18.59,5.41,4.64,0.09,49,167.7,160.6,2887,2645,3127,262.57,76.43,80.98,23.57,210.31,61.22,133.24,38.78,157.19,45.75,113.43,33.02,72.93,21.23,0,1,csv_608.csv
orange,,Ritzkecrdble.,Epic,2fdd6e14a006450bad0bae338cd7ad7f,4284,Fennec,346,427,0,1,2,6,7,3,2,0.0,417,47.48,2410,1814,596,23,51,522,245,277,4,23,56.12,59.94,379,486,154,1590,520973,144.6,41.72,141.68,40.87,60.34,17.41,182.14,52.55,141.29,40.76,23.18,6.69,5.6,0.19,29,148.1,180.9,1911,1561,2233,239.59,69.12,107.03,30.88,210.26,60.66,136.35,39.34,147.67,42.6,117.62,33.93,81.32,23.46,0,0,csv_608.csv
orange,,italic,Steam,76561198021360335,23,Octane,346,405,1,0,2,3,7,3,1,33.33,323,60.08,1839,1284,555,17,50,266,100,166,1,14,9.02,32.16,187,314,3,1556,509618,151.59,43.75,139.41,40.24,55.48,16.01,180.67,52.14,145.76,42.07,20.05,5.79,5.3,0.14,39,181.0,148.1,2550,2400,2687,248.11,71.61,98.37,28.39,236.48,68.25,110.0,31.75,172.02,49.65,107.1,30.91,67.36,19.44,1,0,csv_608.csv
blue,,lala,Steam,76561198057583460,4284,Fennec,265,258,0,0,0,2,5,3,0,0.0,356,49.36,1681,1298,383,15,33,318,211,107,3,9,30.8,39.09,206,211,88,1458,368878,139.34,52.63,100.93,38.12,24.49,9.25,155.29,58.65,98.7,37.28,10.77,4.07,4.63,0.17,28,117.7,133.5,2132,1748,2403,168.5,63.64,96.26,36.36,141.04,53.27,123.72,46.73,95.73,36.16,92.23,34.84,76.8,29.01,0,0,csv_609.csv
blue,,selfywelfy,Steam,76561198121187303,23,Octane,265,216,0,0,2,0,5,3,3,0.0,425,48.38,1840,1441,399,19,35,532,362,170,4,15,27.53,23.43,209,445,37,1576,396543,108.73,41.19,115.62,43.8,39.6,15.0,151.02,57.21,104.57,39.62,8.37,3.17,5.43,0.18,31,133.5,117.4,2400,2180,2612,171.82,65.09,92.14,34.91,145.17,55.0,118.79,45.0,105.3,39.89,87.74,33.24,70.92,26.87,4,0,csv_609.csv
orange,,italic,Steam,76561198021360335,23,Octane,265,472,2,0,0,3,2,0,0,66.67,444,49.52,2030,1570,460,18,40,548,389,159,4,14,45.16,21.57,429,231,12,1640,410441,96.87,37.02,113.96,43.55,50.87,19.44,134.97,51.57,115.2,44.02,11.53,4.41,4.17,0.12,35,127.3,133.6,2520,2604,2391,198.81,75.97,62.89,24.03,161.92,61.87,99.78,38.13,131.55,50.27,67.03,25.61,63.11,24.12,0,1,csv_609.csv
orange,,Diego :),Steam,76561198363577539,23,Octane,265,408,1,0,2,2,2,0,0,50.0,325,42.31,1467,1021,446,13,38,393,285,108,3,9,40.61,23.65,82,278,14,1415,342802,139.73,54.68,91.79,35.92,24.04,9.41,133.61,52.28,112.42,43.99,9.54,3.73,7.47,0.17,44,136.9,117.5,2499,2241,2752,201.12,78.69,54.45,21.31,179.05,70.06,76.52,29.94,144.08,56.38,59.79,23.4,51.69,20.23,0,3,csv_609.csv
blue,,Sinay_honey,Epic,071cb95dc65045789028d7d0429610e5,4284,Fennec,382,785,4,1,1,8,8,3,2,50.0,517,48.4,3131,2506,625,30,50,494,364,130,4,12,84.55,27.25,552,431,44,1600,557352,152.34,39.93,164.12,43.02,65.03,17.05,195.79,51.32,171.07,44.84,14.63,3.83,6.91,0.13,53,169.4,180.3,2121,1900,2388,271.59,71.19,109.9,28.81,242.33,63.52,139.16,36.48,168.89,44.27,120.28,31.53,92.32,24.2,2,0,csv_61.csv
blue,,jeudi_cest_tacos,Epic,d5652f3d32a6497c859ebafd71f7cfd6,4284,Fennec,382,589,1,2,3,2,8,3,1,50.0,354,40.47,1993,1270,723,15,63,422,179,243,2,21,45.59,37.23,143,241,26,1470,510457,202.37,53.04,132.9,34.83,46.25,12.12,209.54,54.92,154.08,40.38,17.91,4.69,4.11,0.11,36,180.5,169.6,2363,2295,2469,287.53,75.36,93.99,24.64,239.44,62.76,142.08,37.24,172.89,45.32,133.51,34.99,75.12,19.69,0,0,csv_61.csv
orange,,kaziiF,Epic,cdabf35be5184027a432d9db4093eb6b,23,Octane,382,525,2,0,2,4,10,5,2,50.0,418,59.43,2476,1867,609,24,53,384,239,145,3,14,27.76,44.78,375,555,79,1595,500586,164.94,44.73,131.5,35.66,72.34,19.62,217.47,58.97,144.58,39.2,6.73,1.82,10.52,0.13,83,168.5,191.0,2409,2152,2653,257.96,69.95,110.83,30.05,252.26,68.4,116.53,31.6,188.29,51.06,111.54,30.24,68.96,18.7,0,2,csv_61.csv
